,images,heart,left clavicle,right clavicle,left lung,right lung,all
0.178,0.0014001920306371967,0.0028958284038435532,0.00025541804275319664,0.00032338964707026926,0.0002780623638906887,0.00021182729343154213,0.001410673119022914
0.179,0.0014005564005367837,0.002875959212528121,0.0002619688633364851,0.00033476716961833525,0.00028017156553107315,0.00021323854995794012,0.001410962364000623
0.18,0.0014008595815379126,0.0028548253690862274,0.00026837503530058933,0.0003460261327507267,0.0002822296758212595,0.00021456805960470867,0.0014111738267820844
0.181,0.0014011066350521672,0.0028327143813321456,0.0002746767424753859,0.00035712317112739615,0.000284240452362406,0.000215825479379303,0.0014113129158183908
0.182,0.0014013034677896603,0.00280993649015877,0.00028091684765487314,0.00036801477577976763,0.00028620804259344394,0.00021702201644016846,0.0014113859868672806
0.183,0.0014014567215137087,0.00278680529940195,0.0002871378949761296,0.00037865847666818564,0.00028813674320630437,0.00021816998467457437,0.0014114002230890326
0.184,0.0014015736514498632,0.002763619861547439,0.0002933794197213594,0.00038901423195629686,0.00029003080252617766,0.00021928234938894267,0.001411363501516695
0.185,0.0014016619955270287,0.0027406495748512993,0.00029967577054069793,0.0003990459134998808,0.00029189427975185385,0.00022037229091691774,0.0014112842483681015
0.186,0.0014017298368361433,0.0027181228401370093,0.0003060545860900644,0.0004087227531657595,0.0002937309687975296,0.00022145281457854564,0.0014111712857415347
0.187,0.0014017854616898602,0.0026962199637610954,0.0003125359951296358,0.0004180206085240409,0.0002955443878747869,0.00022253642883188034,0.001411033672478165
0.188,0.0014018372157508722,0.002675070337572991,0.0003191325341306554,0.0004269229221277875,0.00029733782953070417,0.0002236349062340381,0.001410880541922338
0.189,0.0014018933605492443,0.0026547535307335376,0.0003258497069194582,0.0004354212853158021,0.0002991144602323559,0.00022475913369185736,0.0014107209394251658
0.19,0.0014019619327320775,0.0026353036270891934,0.00033268705343233426,0.0004435155704593678,0.0003008774542524442,0.00022591905021857029,0.0014105636622555753
0.191,0.0014020506081822235,0.00261671595571389,0.0003396395544412951,0.0004512136565042545,0.0003026301439341342,0.00022712366278415907,0.0014104171046492486
0.192,0.0014021665730330336,0.0025989552907337327,0.0003466991795525084,0.0004585308308806051,0.0003043761675564971,0.00022838112452564624,0.0014102891104090763
0.193,0.0014023164033310533,0.002581964628926148,0.0003538563882580774,0.0004654889953752065,0.00030611959697983036,0.00022969885508235583,0.0014101868354395035
0.194,0.0014025059549902027,0.0025656737658276934,0.0003611014174898104,0.0004721158251908036,0.0003078650298037573,0.00023108368046445492,0.0014101166222242566
0.195,0.0014027402653630258,0.0025500070589453173,0.0003684252308775292,0.00047844402386729856,0.0003096176345828858,0.00023254196974227724,0.0014100838881983472
0.196,0.0014030234676041934,0.0025348899615355554,0.00037582005955133637,0.00048451078188972913,0.00031138314223986207,0.00023407974785083025,0.0014100930295056773
0.197,0.0014033587186704302,0.0025202541092848524,0.00038327952500554776,0.0004903574891305637,0.00031316778169638724,0.00023570276762479688,0.0014101473415377066
0.198,0.0014037481417079744,0.0025060409231281934,0.0003907983935043853,0.0004960296808651085,0.00031497816239839935,0.00023741652936562184,0.0014102489572016407
0.199,0.001404192783240675,0.0024922038401333176,0.0003983720610253005,0.0005015771269305171,0.00031682111041684993,0.00023922624223292465,0.0014103988037524515
0.2,0.0014046925854952089,0.0024787093887678412,0.00040599590118888353,0.0005070539167876979,0.0003187034678290307,0.00024113672796587516,0.001410596578567603
0.201,0.0014052463738994157,0.002465537380001835,0.00041366462145311044,0.0005125183605653731,0.0003206318669530702,0.00024315227330559227,0.0014108407441208437
0.202,0.0014058518597234704,0.00245268048926999,0.0004213717633997745,0.0005180325237703506,0.0003226124916752838,0.00024527644252343467,0.0014111285420098654
0.203,0.0014065056576413513,0.0024401434618765315,0.00042910945268628906,0.0005236612418220177,0.0003246508377072152,0.0002475118652808586,0.0014114560257594282
0.204,0.0014072033178643948,0.0024279420940769023,0.00043686845780306724,0.0005294705149139453,0.00032675148235413793,0.00024986001742639656,0.0014118181117477157
0.205,0.0014079393723298846,0.002416102039245556,0.00044463856119680975,0.000535525254900415,0.00032891787259674255,0.0002523210131842551,0.0014122086474929116
0.206,0.0014087073944067852,0.0024046573804409116,0.00045240919017053933,0.0005418864329287475,0.0003311521383146733,0.000254893426568587,0.001412620496182782
0.207,0.0014095000713492869,0.002393648819457666,0.00046017020696417196,0.0005486077490010566,0.0003334549356524612,0.00025757415793501294,0.0014130456362732966
0.208,0.0014103092887322757,0.0023831212773081896,0.0004679127252653401,0.0005557320047054891,0.0003358253240989337,0.00026035835861911463,0.0014134752746154096
0.209,0.0014111262258669282,0.0023731206998394106,0.0004756298094740675,0.0005632874040051891,0.0003382606799780756,0.0002632394229130862,0.001413899971556769
0.21,0.0014119414612047418,0.002363689923743506,0.0004833169256715067,0.0005712840338993623,0.00034075664876492557,0.00026620905251966857,0.001414309776137257
0.211,0.0014127450865227462,0.002354863583915389,0.0004909720481303754,0.0005797107893217438,0.0003433071388505391,0.0002692573943847823,0.0014146943695254066
0.212,0.0014135268286425279,0.00234666222007372,0.0004985953776404382,0.0005885330078319809,0.00034590435987757735,0.00027237324870468815,0.0014150432145236668
0.213,0.00141427617722221,0.002339085946842038,0.000506188690237077,0.000597691071230636,0.000348538909264726,0.0002755443401186196,0.0014153457090435014
0.214,0.0014149825171555783,0.0023321082528671563,0.0005137543976299248,0.0006071002121473538,0.0003511999107160042,0.0002787576417830585,0.0014155913412173678
0.215,0.0014156352639137421,0.002325670654842182,0.000521294453696796,0.0006166517296994125,0.0003538752080707268,0.0002819997392614881,0.001415769843918751
0.216,0.0014162240001292785,0.002319679012514195,0.0005288092758985281,0.0006262157630839526,0.00035655161656650806,0.00028525721902493276,0.0014158713462623525
0.217,0.001416738611557894,0.0023140022829722215,0.0005362968599243083,0.0006356456890422573,0.00035921523134447425,0.00028851706488595676,0.0014158865198444417
0.218,0.001417169420607154,0.0023084743401277723,0.000543752247613839,0.0006447840950909125,0.0003618517898625505,0.000291767044933635,0.0014158067173942975
0.219,0.0014175073154766675,0.0023028992137055417,0.0005511674638768548,0.0006534701376658498,0.00036444708098028547,0.0002949960715471209,0.0014156241017131404
0.22,0.0014177438730245968,0.0022970597353185124,0.0005585319740273877,0.0006615479331993018,0.00036698738917690244,0.00029819451789587056,0.001415331762783804
0.221,0.0014178714734334858,0.0022907291628519724,0.000565833638273913,0.000668875469060751,0.0003694599580867009,0.0003013544760263892,0.0014149238212321353
0.222,0.0014178834049096518,0.002283684945790954,0.000573060066787017,0.0006753333849770544,0.0003718534537864381,0.0003044699441973857,0.0014143955164143275
0.223,0.0014177739566539804,0.0022757234573537143,0.0005802002186318932,0.0006808328910188934,0.0003741584055301828,0.00030753693451518227,0.0014137432777329133
0.224,0.0014175384985753916,0.0022666743103635376,0.0005872460507360632,0.0006853220795507795,0.0003763676003273392,0.0003105534960168962,0.0014129647780068495
0.225,0.0014171735463159127,0.0022564128337355925,0.0005941940149751047,0.0006887899709586231,0.0003784764081835226,0.00031351965295476687,0.0014120589680480828
0.226,0.0014166768104488185,0.0022448694303289474,0.0006010462233668797,0.000691267808352743,0.00038048301710699576,0.0003164372628562652,0.0014110260919200923
0.227,0.0014160472289263925,0.0022320348516337556,0.0006078111489854204,0.0006928273707030216,0.00038238856105748134,0.00031930980363286966,0.0014098676826899976
0.228,0.0014152849821047584,0.0022179608690250244,0.0006145037947096709,0.000693576377605645,0.00038419712963378886,0.00032214210318988825,0.0014085865388273932
0.229,0.0014143914899910639,0.0022027563324585647,0.0006211453316837201,0.0006936513714035103,0.00038591565503034254,0.00032494002829025834,0.0014071866817533512
0.23,0.001413369391670772,0.0021865791122357633,0.0006277622721614069,0.0006932087381874206,0.0003875536791177771,0.00032771015152312645,0.0014056732953762509
0.231,0.001412222507153475,0.002169624846119485,0.0006343852868293311,0.0006924147263242847,0.00038912301080715276,0.0003304594159217276,0.0014040526487513793
0.232,0.001410955782171508,0.0021521137050973314,0.0006410477981620791,0.0006914354089213527,0.0003906372905607958,0.0003331948159889885,0.0014023320033175316
0.233,0.0014095752167941529,0.002134276512012229,0.0006477844772377257,0.000690427501913726,0.0003921114844643816,0.000335923111712876,0.0014005195063650356
0.234,0.0014080877789407525,0.002116341492680579,0.0006546297453789905,0.0006895307991449966,0.00039356133428103326,0.0003386505888201217,0.0013986240726747427
0.235,0.0014065013041881307,0.002098522730560856,0.0006616163418135679,0.0006888627459600731,0.0003950027920985027,0.00034138287439670396,0.0013966552563499227
0.236,0.0014048243833956003,0.002081011078335078,0.0006687739747511425,0.0006885153834231302,0.0003964514684718014,0.0003441248125287388,0.0013946231150808901
0.237,0.001403066239933106,0.0020639679094227423,0.0006761280365603377,0.0006885546029541536,0.00039792212142381945,0.0003468804002659024,0.0013925380690330902
0.238,0.0014012365984025336,0.00204752172973888,0.0006836983430172625,0.0006890214001915263,0.0003994282105189202,0.0003496527803946289,0.001390410756708684
0.239,0.001399345546879619,0.002031767365511927,0.0006914978571300936,0.0006899346415287458,0.0004009815357953866,0.0003524442845755342,0.001388251889973506
0.24,0.0013974033947154723,0.0020167672328425335,0.0006995313804636003,0.0006912947753433608,0.00040259197601478315,0.0003552565185272896,0.0013860721104945596
0.241,0.0013954205280492576,0.0020025540935137607,0.0007077942351880801,0.0006930879329948195,0.0004042673348678422,0.00035809048018152197,0.0013838818495859261
0.242,0.0013934072651256909,0.0019891347057535056,0.0007162710104712574,0.0006952899559118732,0.0004060132978516226,0.0003609467019501293,0.0013816911934913835
0.243,0.0013913737135301067,0.0019764938663495435,0.0007249344972217991,0.0006978700264677044,0.0004078334968340631,0.00036382540920995105,0.0013795097557806584
0.244,0.001389329631315432,0.001964598481304309,0.0007337449750783962,0.0007007937380842979,0.0004097296741065551,0.00036672668845340875,0.0013773465585188932
0.245,0.0013872842940235585,0.001953401460125397,0.0007426500357879461,0.0007040255821818819,0.000411701933179465,0.0003696506599324305,0.0013752099234986294
0.246,0.0013852463693962652,0.001942845373116414,0.000751585121515497,0.0007075309316646699,0.00041374905980615253,0.00037259765066251303,0.0013731073748006399
0.247,0.001383223801545319,0.001932865916757445,0.0007604749227395311,0.0007112776499902605,0.0004158688937983462,0.0003755683641147524,0.001371045553563767
0.248,0.0013812237061170945,0.00192339528708772,0.0007692357198429596,0.000715237451478626,0.00041805873012267197,0.0003785640426277191,0.0013690301457962531
0.249,0.0013792522779472,0.0019143655618439773,0.0007777786706333616,0.000719387093930034,0.0004203157265704474,0.00038158661755310994,0.0013670658237374255
0.25,0.0013773147124595598,0.0019057121473544734,0.0007860139510115126,0.0007237094176994747,0.00042263729495163295,0.0003846388405153971,0.0013651562012408811
0.251,0.0013754151419710537,0.0018973772693696976,0.000793855557802392,0.000728194177872931,0.0004250214533243029,0.0003877243872456006,0.001363303803346142
0.252,0.0013735565878115544,0.0018893133965788202,0.0008012264917904268,0.0007328385672599389,0.00042746711823517616,0.0003908479235677082,0.00136151005018453
0.253,0.0013717409290676598,0.0018814863985343482,0.0008080639652229024,0.0007376473105125038,0.00042997431835562643,0.000394015121764487,0.0013597752551322993
0.254,0.0013699688885084362,0.001873878172631393,0.00081432422983807,0.0007426322277919837,0.0004325443142699541,0.00039723261509362216,0.0013580986371033235
0.255,0.0013682400360888788,0.001866488438238185,0.0008199866052911414,0.0007478112154077961,0.00043517961349240526,0.00040050787910137403,0.0013564783466624704
0.256,0.0013665528101509373,0.0018593353975925268,0.0008250563074863892,0.0007532066588957707,0.00043788387498412375,0.00040384903077323814,0.0013549115056513648
0.257,0.0013649045563137465,0.0018524550038177155,0.0008295657330843555,0.0007588433657411567,0.0004406617033687351,0.0004072645406373696,0.0013533942597992086
0.258,0.0013632915836881553,0.0018458986554058395,0.0008335739487144221,0.0007647461649899167,0.0004435183394707633,0.0004107628585446498,0.0013519218438403009
0.259,0.0013617092379272593,0.0018397292476202438,0.0008371642568992093,0.0007709373580709248,0.0004464592604229822,0.00041435196075846457,0.0013504886584020316
0.26,0.0013601519902284092,0.0018340156474321847,0.0008404398581872482,0.0007774342141014559,0.00044948970897386585,0.000418038833669049,0.0013490883579691992
0.261,0.0013586135412707663,0.0018288258093070615,0.0008435177906190179,0.0007842466859840679,0.00045261417736639306,0.0004218289172956207,0.001347713948985613
0.262,0.0013570869387018404,0.0018242189036262488,0.0008465214910106717,0.0007913754886969362,0.0004558358757377154,0.00042572553897531886,0.0013463578971721424
0.263,0.0013555647065996135,0.001820236973601361,0.0008495724731523995,0.0007988106401057208,0.0004591562180021106,0.0004297293734646929,0.0013450122428546323
0.264,0.0013540389849917103,0.0018168967563644703,0.0008527817402312652,0.0008065305288298444,0.00046257435921191086,0.00043383796932363504,0.0013436687231106023
0.265,0.0013525016773768537,0.0018141823830803538,0.0008562416270560146,0.0008145015514771409,0.00046608681722399594,0.00043804538224976697,0.0013423188992743018
0.266,0.0013509446038846265,0.0018120396974669803,0.0008600187883171405,0.0008226783549425026,0.00046968720801280624,0.0004423419535358327,0.0013409542883247784
0.267,0.001349359657591161,0.0018103728883647509,0.0008641490024287131,0.0008310047240254243,0.00047336611829153365,0.0004467142658530434,0.0013395664964158786
0.268,0.001347738961275769,0.0018090440131887913,0.0008686343427577461,0.0008394151600014745,0.0004771111314854105,0.0004511452992616289,0.0013381473528126448
0.269,0.0013460750219022643,0.0018078757940375148,0.0008734430833624044,0.0008478371891955923,0.00048090701406054356,0.0004556147982032998,0.0013366890422855026
0.27,0.0013443608799639142,0.0018066578069915224,0.000878512467654242,0.0008561944101182107,0.0004847360593387755,0.00046009984607466416,0.0013351842340249664
0.271,0.0013425902508869868,0.0018051558767708125,0.0008837541971411443,0.0008644102270727411,0.0004885785759930487,0.00046457562889220275,0.0013336262049937382
0.272,0.001340757655708037,0.001803124163705948,0.0008890622220884722,0.00087241212904054,0.0004924134991424234,0.00046901635483160756,0.0013320089557066017
0.273,0.0013388585384186752,0.0018003191242082837,0.0008943221688279664,0.0008801362664277079,0.0004962190941110858,0.00047339628338181715,0.0013303273163711678
0.274,0.0013368893675021654,0.0017965142799308048,0.0008994215516358582,0.0008875319741253096,0.0004999737170708938,0.000477690807779794,0.0013285770414443727
0.275,0.0013348477194827777,0.001791514580388801,0.0009042598172757582,0.0008945658110572901,0.0005036565934419583,0.0004818775283117024,0.001326754890734915
0.276,0.0013327323425601717,0.0017851691168118296,0.0009087572746315117,0.0009012246569434563,0.0005072485742652926,0.0004859372527160306,0.0013248586953509551
0.277,0.0013305431988162814,0.0017773810535178774,0.0009128620741446987,0.000907517442996703,0.0005107328328331253,0.0004898548635554728,0.0013228874069929905
0.278,0.00132828148385241,0.0017681138818890503,0.0009165546112860958,0.000913475200255205,0.0005140954684000317,0.0004936200008809205,0.001320841129330214
0.279,0.0013259496231301758,0.0017573934467901098,0.0009198490101866385,0.0009191492790615477,0.0005173259903941027,0.000497227521101182,0.001318721130487345
0.28,0.0013235512447942752,0.0017453056057692927,0.000922791662272487,0.0009246078044749315,0.0005204176645797837,0.0005006777086488688,0.0013165298359731111
0.281,0.0013210911291970183,0.0017319898071413487,0.0009254571091163777,0.0009299306533560149,0.0005233677114284457,0.0005039762344107492,0.0013142708017456195
0.282,0.0013185751358485978,0.001717629260454513,0.000927941827935702,0.0009352034335430006,0.000526177355820229,0.0005071338724626279,0.0013119486674387885
0.283,0.0013160101089376474,0.001702438674221649,0.0009303566684086484,0.0009405110800943446,0.0005288517354654713,0.0005101660028662977,0.0013095690901940577
0.284,0.0013134037630774724,0.0016866507156601898,0.0009328187784610434,0.0009459317337720102,0.0005313996825435928,0.0005130919417862738,0.0013071386598511865
0.285,0.001310764551280827,0.0016705023889955542,0.0009354438375162278,0.0009515315223129319,0.0005338333985985504,0.00051593414988249,0.0013046647967045156
0.286,0.0013081015176099914,0.0016542224354868548,0.000938339296879763,0.0009573607324392076,0.0005361680464713753,0.000518717375150894,0.0013021556332968168
0.287,0.001305424137187969,0.0016380206520369858,0.0009415991310002327,0.0009634516619683161,0.0005384212849043328,0.0005214677868532207,0.0012996198821403856
0.288,0.001302742146596075,0.001622079741872692,0.0009453003624755763,0.0009698182113192223,0.0005406127714999081,0.0005242121531285683,0.0012970666914582203
0.289,0.001300065367837346,0.001606549994590876,0.000949501374816314,0.0009764570511881482,0.0005427636581546072,0.0005269771068717757,0.0012945054914150005
0.29,0.0012974035292159301,0.001591546787491432,0.0009542418056972996,0.0009833500258685747,0.0005448961001912467,0.0005297885334706156,0.0012919458334051032
0.291,0.0012947660864888223,0.0015771506433124882,0.0009595436491437946,0.0009904673473094634,0.0005470327964924084,0.0005326711010709256,0.001289397225253513
0.292,0.0012921620477221694,0.0015634093963096496,0.0009654131067637235,0.000997771117383946,0.0005491965733273028,0.00053564794044365,0.0012868689651740419
0.293,0.0012895998051378993,0.0015503419205540611,0.0009718427224839029,0.001005218781105887,0.0005514100195650866,0.0005387404683727504,0.0012843699775447423
0.294,0.0012870869771657598,0.0015379428577934366,0.000978813406173763,0.0010127662423944082,0.0005536951758834885,0.0005419683368416415,0.0012819086534184383
0.295,0.0012846302636392018,0.0015261878324332135,0.0009862960817994203,0.0010203705345242287,0.0005560732756536982,0.0005453494809180047,0.0012794926987674123
0.296,0.0012822353169182864,0.0015150387351669295,0.000994252859794782,0.0010279920927944838,0.0005585645306847328,0.0005489002317257413,0.0012771289932416699
0.297,0.001279906631310863,0.0015044487694809373,0.0010026378013514756,0.0010355967916100895,0.0005611879511484544,0.0005526354574728233,0.001274823462193949
0.298,0.0012776474529298252,0.0014943670632208872,0.0010113974844662911,0.0010431579563458492,0.0005639611860667717,0.0005565686952563241,0.0012725809643874915
0.299,0.0012754597116254088,0.0014847427333396065,0.0010204716723935835,0.0010506585301300682,0.0005669003689287846,0.000560712239032828,0.0012704051976576262
0.3,0.0012733439763292684,0.001475528346082577,0.0010297944073230716,0.001058093472643155,0.0005700199525878318,0.0005650771544466764,0.0012682986244172407
0.301,0.0012712994346332446,0.001466682736396732,0.0010392957991663138,0.0010654723131342692,0.0005733325187390567,0.0005696731985960683,0.0012662624186366152
0.302,0.0012693238970476462,0.0014581731453913547,0.0010489046572188891,0.0010728216066625744,0.0005768485501593188,0.0005745086318675106,0.001264296435486402
0.303,0.0012674138258705213,0.0014499766150449125,0.0010585519388385208,0.0010801868897006273,0.0005805761584996546,0.0005795899190040674,0.001262399204491929
0.304,0.0012655643882274923,0.0014420805589515956,0.0010681747920320498,0.0010876336359144378,0.0005845207666400876,0.0005849213271677946,0.001260567946583288
0.305,0.0012637695323384692,0.0014344824207803014,0.001077720781751256,0.0010952467028243452,0.0005886847521283925,0.0005905044392203631,0.0012587986150382519
0.306,0.0012620220857171823,0.0014271883489540478,0.00108715174810277,0.001103127848932632,0.0005930670665355266,0.0005963376103545825,0.0012570859598164724
0.307,0.0012603138735362022,0.0014202108630726868,0.0010964466790919945,0.00111139108488021,0.000597662853952359,0.0006024154048800776,0.0012554236144012292
0.308,0.0012586358551328301,0.0014135655647028273,0.001105603011899317,0.0011201558808423082,0.0006024630995236833,0.0006087280569280985,0.001253804203760928
0.309,0.0012569782761914984,0.0014072670464013062,0.0011146359113829536,0.001129538550817259,0.0006074543449160499,0.0006152610034514413,0.0012522194717154076
0.31,0.0012553308339696468,0.0014013242661520412,0.0011235753023912114,0.001139642429839407,0.0006126185110943223,0.0006219945396714695,0.0012506604254894126
0.311,0.001253682852595679,0.0013957357637017142,0.0011324607267176265,0.0011505477070161238,0.000617932868909412,0.0006289036455566639,0.0012491174949791637
0.312,0.0012520234653775315,0.001390485181938715,0.001141334415994109,0.0011623019354109496,0.0006233701942893055,0.0006359580267156354,0.0012475807038461412
0.313,0.0012503418008636422,0.001385537602500563,0.0011502332702970316,0.0011749122790221786,0.0006288991370125966,0.00064312240409259,0.0012460398493798941
0.314,0.0012486271693951303,0.0013808371951157768,0.0011591806602478615,0.0011883404629887025,0.0006344848203574937,0.0006503570742575234,0.0012444846877454011
0.315,0.0012468692468123749,0.001376306606236713,0.001168179086761335,0.0012025011684154909,0.0006400896739312568,0.000657618746335361,0.0012429051211947
0.316,0.0012450582521141224,0.0013718483738567639,0.0011772047113065886,0.0012172642789787936,0.0006456744847629721,0.0006648616435661854,0.0012412913836379665
0.317,0.0012431851159204477,0.0013673484619367152,0.0011862046044100935,0.001232460979369083,0.0006511996336204202,0.00067203883829034,0.001239634221056891
0.318,0.0012412416368209006,0.0013626817787061238,0.0011950972672777258,0.0012478932748138211,0.0006566264661283932,0.0006791037702400367,0.00123792506321096
0.319,0.001239220622865761,0.0013577193060130377,0.0012037765971713503,0.0012633461012149848,0.0006619187332511685,0.0006860118809808167,0.0012361561833168176
0.32,0.001237116015823114,0.0013523362535578028,0.0012121190434626207,0.0012786008811093731,0.0006670440246899265,0.0006927222837649982,0.0012343208425246131
0.321,0.0012349229960746532,0.001346420494384073,0.001219993296996531,0.0012934491968405628,0.0006719751129766747,0.0006991993794094422,0.0012324134163606913
0.322,0.001232638066474544,0.001339880462523315,0.0012272715277527543,0.0013077052289813078,0.0006766911264525999,0.0007054143261473308,0.00123042950059702
0.323,0.0012302591138245865,0.0013326517165108134,0.0012338409807272975,0.0013212157534329518,0.0006811784761696865,0.0007113462754199057,0.0012283659944763799
0.324,0.001227785447122589,0.001324701495662108,0.00123961468531927,0.001333866789595331,0.000685431474824987,0.0007169832962734391,0.0012262211596320855
0.325,0.0012252178121118366,0.0013160308068795152,0.001244540134846123,0.0013455864062465522,0.0006894526041815777,0.0007223229278844794,0.001223994653571532
0.326,0.001222558382159957,0.0013066738515432339,0.0012486050331533597,0.0013563436652262943,0.0006932524097043553,0.0007273723215642069,0.0012216875370971991
0.327,0.0012198107258769484,0.0012966948982995018,0.0012518395486082363,0.0013661441496104422,0.0006968490254570186,0.0007321479587557486,0.0012193022555891287
0.328,0.0012169797523477852,0.0012861829874371996,0.0012543149135518736,0.0013750229172459513,0.0007002673567163185,0.0007366749580361172,0.001216842594608118
0.329,0.001214071635226309,0.0012752450777533434,0.0012561386064295214,0.0013830359876633774,0.0007035379701384683,0.0007409860098438692,0.0012143136108051355
0.33,0.0012110937172707696,0.001263998387655689,0.0012574467049100947,0.0013902515757871214,0.0007066957598498683,0.0007451200004932851,0.0012117215396255613
0.331,0.0012080543972666454,0.0012525627224643826,0.0012583942624775962,0.0013967422202213224,0.0007097784710215195,0.0007491204052668287,0.0012090736817624611
0.332,0.0012049630014974962,0.0012410535188341547,0.0012591447141565427,0.0014025787340320587,0.0007128251693408485,0.0007530335426148851,0.0012063782707290545
0.333,0.0012018296421747203,0.0012295761893650412,0.0012598593517468117,0.0014078265715641858,0.0007158747449332237,0.0007569067870150789,0.0012036443242650979
0.334,0.0011986650653673543,0.0012182221424950831,0.0012606878326943067,0.001412544810531815,0.0007189645329421521,0.000760786836655489,0.0012008814826096846
0.335,0.0011954804910991785,0.0012070666181485945,0.0012617605190578098,0.0014167875548374588,0.0007221291209315388,0.0007647181242999441,0.0011980998368460118
0.336,0.001192287448303073,0.0011961682532466986,0.0012631832106972146,0.001420607225773455,0.0007253993967895065,0.0007687414463639149,0.0011953097507241895
0.337,0.0011890976073449578,0.0011855701033663037,0.0012650345697647683,0.0014240589707155138,0.0007288018714484717,0.000772892867805499,0.0011925216793692377
0.338,0.0011859226127296546,0.0011753017191704943,0.0012673662603697425,0.00142720530369161,0.0007323582902088218,0.0007772029404133,0.0011897459883289233
0.339,0.0011827739185515495,0.001165381818923915,0.0012702055735291356,0.0014301201067156589,0.000736085526445816,0.0007816962511807366,0.0011869927762706623
0.34,0.0011796626290640855,0.0011558211101421647,0.0012735600932276307,0.001432891251298933,0.0007399957335065942,0.0007863912971347711,0.0011842717045542235
0.341,0.0011765993466128241,0.0011466248827999657,0.0012774237998792396,0.001435621319556911,0.0007440967158281752,0.0007913006646722314,0.0011815918366117183
0.342,0.001173594028930398,0.0011377951052312632,0.001281783912165826,0.0014384261788089757,0.0007483924695824931,0.0007964314760068056,0.0011789614898734002
0.343,0.0011706558576296004,0.0011293318804441847,0.0012866277418522422,0.001441431455427131,0.0007528838368348926,0.0008017860535030345,0.0011763881025895842
0.344,0.0011677931194458199,0.0011212342440629131,0.0012919488779597442,0.00144476722766062,0.0007575692152925459,0.0008073627446113163,0.0011738781176261494
0.345,0.0011650131015963673,0.001113500388406527,0.0012977521207959866,0.001448561484224847,0.0007624452678405183,0.0008131568458670786,0.0011714368848665707
0.346,0.0011623220023274062,0.001106127468650885,0.001304056741029017,0.0014529330536359384,0.0007675075816102817,0.0008191615635668255,0.0011690685835129492
0.347,0.001159724857563823,0.0010991111818134517,0.0013108978276755402,0.0014579847853416162,0.0007727512344692055,0.0008253689509114767,0.001166776165147065
0.348,0.0011572254842531235,0.0010924453083287133,0.0013183256902724095,0.001463797751837201,0.0007781712367272423,0.0008317707659896094,0.0011645613180585879
0.349,0.0011548264408744392,0.0010861213754832194,0.0013264034717532852,0.0014704271435422797,0.000783762826667475,0.0008383592015642977,0.0011624244529302025
0.35,0.001152529005286748,0.001080128550798771,0.0013352032868413643,0.0014779003541973378,0.0007895216094989328,0.000845127445700475,0.001160364709621191
0.351,0.0011503331699722124,0.0010744538120689641,0.001344801308105095,0.0014862175198136268,0.0007954435398760992,0.0008520700416684925,0.0011583799844606005
0.352,0.0011482376544613888,0.0010690823787344078,0.0013552722666561952,0.0014953545000627889,0.0008015247578303618,0.0008591830259691879,0.001156466977131665
0.353,0.0011462399346306306,0.001063998334980048,0.001366683815827924,0.0015052680041779043,0.0008077612964474988,0.0008664638348221559,0.001154621255972338
0.354,0.0011443362883115998,0.0010591853340160594,0.0013790911323508397,0.0015159022935377596,0.0008141486868241827,0.0008739109818044865,0.0011528373402386073
0.355,0.0011425218565702306,0.0010546272492560674,0.0013925320193295062,0.0015271966714242907,0.0008206814915554774,0.0008815235225398253,0.001151108797702583
0.356,0.0011407907197634331,0.0010503086328375734,0.0014070226528356564,0.0015390928260839408,0.0008273528022777915,0.000889300335991568,0.0011494283557579104
0.357,0.0011391359874224098,0.0010462148553974475,0.001422554006291529,0.0015515410507060837,0.0008341537394896684,0.0008972392656021379,0.0011477880240741481
0.358,0.0011375499007744232,0.0010423318318492055,0.0014390889171074733,0.0015645044388291774,0.0008410729939701018,0.0009053361764216821,0.0011461792267247225
0.359,0.0011360239466487157,0.0010386452843526444,0.001456559744341554,0.0015779603500896656,0.0008480964484771886,0.0009135839955036729,0.0011445929416474478
0.36,0.001134548981290925,0.0010351395522679935,0.0014748666081116917,0.0015918987482567708,0.0008552069159116761,0.0009219718110283105,0.0011430198452606676
0.361,0.0011331153625593036,0.0010317960255084209,0.0014938762923290278,0.0016063174051291931,0.0008623840256657842,0.0009304841096251699,0.0011414504600130032
0.362,0.0011317130887801205,0.0010285913459218176,0.0015134220101881307,0.0016212143986304073,0.0008696042833793481,0.0009391002300222754,0.0011398753026940957
0.363,0.0011303319424801025,0.0010254955835445124,0.0015333043466184302,0.0016365787582208234,0.0008768413208686607,0.0009477941036988221,0.00113828503134327
0.364,0.0011289616370790516,0.0010224706412703785,0.001553293769176032,0.0016523804654901776,0.0008840663427510314,0.0009565343391267933,0.0011366705886855263
0.365,0.001127591964578907,0.001019469163379156,0.0015731351080875003,0.001668561244192221,0.0008912487646867157,0.0009652846858667842,0.0011350233400774343
0.366,0.0011262129422061793,0.001016434211975132,0.0015925543255177763,0.001685027623990424,0.0008983570257542344,0.0009740048890128432,0.001133335204094618
0.367,0.0011248149559582516,0.001013299925829411,0.0016112677180403826,0.001701647607996155,0.0009053595450747344,0.0009826519150490218,0.0011315987739829926
0.368,0.0011233888989858345,0.001009993288128594,0.0016289934359118702,0.0017182519153036658,0.0009122257812605674,0.0009911814992914145,0.00112980742839204
